,Stop ID,Stop Abbr,Stop Name,Lon,Lat,Bus Stop Type,Route(S),Jurisdiction
0,100004,100004,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,-84.4176,33.752569,Sign Strapped to Pole,1;68,Atlanta
1,100006,100006,JOSEPH E LOWERY BLVD @ PARSONS ST SW,-84.417762,33.751251,Sign Strapped to Pole,1;68,Atlanta
2,100008,100008,JOSEPH E LOWERY BLVD @ ASHBY GRV SW,-84.417604,33.750004,Sign on Post,1;68,Atlanta
3,100010,100010,JOSEPH E LOWERY BLVD @ FAIR ST SW,-84.417594,33.749212,Sign Strapped to Pole,1;68,Atlanta
4,100012,100012,JOSEPH E LOWERY BLVD SW @ WESTVIEW DR SW,-84.417615,33.746833,Sign on Post,1;68,Atlanta
5,100014,100014,JOSEPH E LOWERY BLVD @ SELLS AVE SW,-84.417784,33.745587,Shelter,1;68,Atlanta
6,100016,100016,WEST END AVE SW @ ASHBY ST SW,-84.417246,33.744403,Sign on Post,68,Atlanta
7,100017,100017,WEST END AVE SW @ WELLBORN ST SW,-84.415499,33.744304,Sign on Post,68,Atlanta
8,100022,100022,W END AVE SW @ ASHBY ST SW,-84.417367,33.74457,Sign on Post,68,Atlanta
9,100024,100024,JOSEPH E LOWERY BLVD @ ATLANTA STUDENT MOVEMENT BLVD,-84.417337,33.749024,Sign on Post,1;68,Atlanta
10,100026,100026,JOSEPH E LOWERY BLVD @ PARSONS ST SW,-84.417277,33.75063,Sign on Post,1;68,Atlanta
11,100028,100028,JOSEPH E LOWERY BLVD @ BECKWITH ST SW,-84.417322,33.752027,Sign on Post,1;68,Atlanta
12,100030,100030,ATLANTA STUDENT MOVEMENT BLVD @ EUHRLEE ST SW,-84.416015,33.749264,Sign on Post,813,Atlanta
13,100032,100032,ATLANTA STUDENT MOVEMENT BLVD @ OGDEN ST SW,-84.416809,33.749236,Sign on Post,813,Atlanta
14,100035,100035,FAIR ST SW @ JOSEPH E LOWERY BLVD,-84.418059,33.748985,Sign on Post,813,Atlanta
15,100036,100036,FAIR ST SW @ ABBOTT ST SW,-84.419167,33.748959,Sign on Post,813,Atlanta
16,100038,100038,FAIR ST SW @ AGNES JONES PL SW,-84.420273,33.748981,Sign on Post,813,Atlanta
17,100040,100040,FAIR ST SW @ JOSE ST SW,-84.421694,33.74892,Sign on Post,813,Atlanta
18,100042,100042,FAIR ST SW @ LAWTON ST SW,-84.423135,33.749088,Sign on Post,813,Atlanta
19,100043,100043,FAIR ST SW @ SAINT JOSE ST SW,-84.421726,33.749272,Sign on Post,813,Atlanta
20,100044,100044,ATLANTA STUDENT MOVEMENT BLVD @ EUHARLEE ST SW,-84.416048,33.749192,Sign on Post,813,Atlanta
21,100045,100045,FAIR ST SW @ AGNES JONES PL SW,-84.420461,33.749162,Sign on Post,813,Atlanta
22,100046,100046,JOSEPH E LOWERY BLVD @ MITCHELL ST SW,-84.417466,33.753318,Sign on Post,1;68,Atlanta
23,100048,100048,JOSEPH E LOWERY BLVD @ MARTIN L KING JR DR,-84.417346,33.754524,Sign on Post,1;68,Atlanta
24,100050,100050,MARTIN LUTHER KING J @ CHICAMAUGA AVE,-84.432088,33.75369,Sign on Post,3,Atlanta
25,100052,100052,MARTIN LUTHER KING J DR SW @ CERRO ST,-84.429794,33.753549,Sign on Post,3,Atlanta
26,100054,100054,MARTIN LUTHER KING J DR SW @ BURBANK,-84.428174,33.753443,Sign on Post,3,Atlanta
27,100058,100058,HOLDERNESS ST SW @ FAIR ST SW,-84.426351,33.748933,Sign on Post,813,Atlanta
28,100060,100060,FAIR ST SW @ HOLDERNESS ST SW,-84.426353,33.749076,Sign on Post,813,Atlanta
29,100061,100061,HOLDERNESS ST SW @ WESTVIEW DR SW,-84.426611,33.747532,Sign on Post,813,Atlanta
30,100062,100062,HOLDERNESS ST SW @ WESTVIEW DR SW,-84.426987,33.747425,Sign on Post,813,Atlanta
31,100063,100063,WESTVIEW DR SW @ LANGHORN ST SW,-84.427994,33.747154,Sign on Post,813,Atlanta
32,100066,100066,WESTVIEW DR SW @ ATWOOD ST SW,-84.429146,33.747192,Sign on Post,813,Atlanta
33,100067,100067,WESTVIEW DR SW @ HOPKINS ST SW,-84.430916,33.747363,Sign on Post,813,Atlanta
34,100069,100069,WESTVIEW DR SW @ CHICAMAUGA AVE SW,-84.432101,33.747379,Sign on Post,813,Atlanta
35,100070,100070,WESTVIEW DR SW @ CHICAMAUGA AVE SW,-84.432645,33.74728,Sign on Post,813,Atlanta
36,100074,100074,LUCILE AVE SW @ JOSEPH E LOWERY BLVD,-84.418137,33.742268,Sign on Post,58,Atlanta
37,100076,100076,LUCILE AVE SW @ PEEPLES ST SW,-84.420334,33.742294,Sign on Post,58,Atlanta
38,100078,100078,LUCILE AVE SW @ LAWTON ST SW,-84.422489,33.742327,Sign on Post,58,Atlanta
39,100080,100080,LUCILE AVE SW @ LAWTON ST SW,-84.423912,33.742364,Sign on Post,58,Atlanta
40,100082,100082,LUCILE AVE SW @ DARGAN PL SW,-84.425133,33.742378,Sign on Post,58,Atlanta
41,100084,100084,LUCILE AVE SW @ HOPKINS ST SW,-84.43048,33.74237,Sign on Post,58,Atlanta
42,100086,100086,LUCILE AVE SW @ LANGHORN ST SW,-84.432297,33.742336,Sign on Post,58,Atlanta
43,100088,100088,LUCILE AVE SW @ HOPKINS ST SW,-84.430404,33.742174,Sign on Post,58,Atlanta
44,100090,100090,LUCILE AVE SW @ ATWOOD ST SW,-84.428855,33.742262,Sign on Post,58,Atlanta
45,100092,100092,LUCILE AVE SW @ HOLDERNESS ST SW,-84.427138,33.742246,Sign on Post,58,Atlanta
46,100094,100094,LUCILE AVE SW @ DARGAN PL SW,-84.424801,33.742257,Sign on Post,58,Atlanta
47,100096,100096,LUCILE AVE SW @ LAWTON ST SW,-84.423366,33.742213,Sign on Post,58,Atlanta
48,100098,100098,LUCILE AVE SW @ LAWTON ST SW,-84.422714,33.742169,Sign on Post,58,Atlanta
49,100100,100100,LUCILE AVE SW @ PEEPLES ST SW,-84.420484,33.741464,Sign on Post,58,Atlanta
50,100102,100102,LUCILE AVE SW @ ATWOOD ST SW,-84.428771,33.742346,Sign on Post,58,Atlanta
51,100114,100114,JOSEPH E LOWERY BLVD @ SELLS AVE SW,-84.41729,33.745314,Sign Strapped to Pole,1;68,Atlanta
52,100115,100115,JOSEPH E LOWERY BLVD @ WESTVIEW DR SW,-84.417334,33.74634,Sign on Post,1;68,Atlanta
53,100124,100124,MARTIN L KING JR DR NW @ CERRO ST SW,-84.42959,33.753645,Sign on Post,3,Atlanta
54,100126,100126,MARTIN L KING JR DR NW @ BURBANK DR NW,-84.428,33.753515,Sign on Post,3,Atlanta
55,100128,100128,MARTIN LUTHER KING J @ STAFFORD ST,-84.426522,33.753444,Sign on Post,3,Atlanta
56,100130,100130,MARTIN L KING JR DR NW @ STAFFORD ST SW,-84.426489,33.753516,Sign on Post,3,Atlanta
57,100132,100132,MARTIN L KING JR DR @ MORRIS BROWN,-84.424968,33.75384,Sign on Post,3,Atlanta
58,100134,100134,MARTIN L KING JR DR NW @ MORRIS BROWN DR SW,-84.425011,33.753893,Sign on Post,3,Atlanta
59,100136,100136,MARTIN LUTHER KING J @ HUNTER PL N,-84.423827,33.754395,Sign on Post,3,Atlanta
60,100137,100137,MARTIN LUTHER KING J DR @ WHITEHOUSE DR,-84.41994,33.754709,Shelter,3,Atlanta
61,100138,100138,MARTIN L KING JR DR NW @ HUNTER PL NW,-84.423892,33.754431,Sign on Post,3,Atlanta
62,100142,100142,MARTIN L KING JR DR NW @ BOOKER ST NW,-84.420311,33.754772,Sign on Post,3,Atlanta
63,100148,100148,MARTIN L KING JR DR NW @ CHICAMAUGA AVE NW,-84.431838,33.753823,Sign on Post,3,Atlanta
64,100150,100150,MARTIN L KING JR DR NW @ CHAPPELL RD,-84.433255,33.753851,Sign on Post,3,Atlanta
65,100152,100152,FAIR ST SW @ 1ST ST SW,-84.425545,33.748905,Sign on Post,813,Atlanta
66,100154,100154,FAIR ST @ FIRST ST,-84.425298,33.749077,Sign on Post,813,Atlanta
67,100160,100160,FAIR ST SW @ LAWTON ST SW,-84.42337,33.74901,Sign on Post,813,Atlanta
68,100162,100162,FAIR ST @ ABBOTT ST,-84.419426,33.749191,Sign on Post,813,Atlanta
69,100164,100164,MARTIN LUTHER KING J DR @ OLLIE ST,-84.421316,33.754747,Sign on Post,3,Atlanta
70,100166,100166,LUCILE AVE @ HOLDERNESS ST,-84.426658,33.742389,Sign on Post,58,Atlanta
71,100168,100168,FAIR ST SW @ JOSEPH E LOWERY BLVD,-84.418167,33.749074,Sign on Post,813,Atlanta
72,100170,100170,WESTVIEW DR SW @ WESTVIEW PL,-84.434656,33.74744,Sign on Post,813,Atlanta
73,101002,101002,LEE ST SW @ W END AV SW,-84.414009,33.744253,Sign on Post,68,Atlanta
74,101006,101006,LEE ST SW @ NORCROSS ST SW,-84.413776,33.743338,Sign on Post,68,Atlanta
75,101008,101008,W END AVE SW @ WELLBORN ST SW,-84.415271,33.744547,Sign on Post,68,Atlanta
76,101010,101010,PETERS ST SW @ HAYNES ST SW,-84.399785,33.749241,Sign on Post,813,Atlanta
77,101016,101016,ATLANTA STUDENT MOVEMENT BLVD @ WALNUT ST SW,-84.406514,33.749182,Sign on Post,813,Atlanta
78,101022,101022,ATLANTA STUDENT MOVEMENT BLVD @ LAWSHE ST SW,-84.410312,33.749397,Sign on Post,813,Atlanta
79,101024,101024,ATLANTA STUDENT MOVEMENT BLVD @ JAMES P BRAWLEY DR SW,-84.412599,33.749556,Sign on Post,813,Atlanta
80,101026,101026,ATLANTA STUDENT MOVEMENT BLVD @ MILTON ST SW,-84.414271,33.749457,Sign on Post,813,Atlanta
81,101030,101030,PETERS ST SW @ FAIR ST SW,-84.401161,33.748085,Sign on Post,813,Atlanta
82,101036,101036,ATLANTA STUDENT MOVEMENT BLVD @ WALNUT ST SW,-84.406578,33.74902,Sign on Post,813,Atlanta
83,101040,101040,ATLANTA STUDENT MOVEMENT BLVD @ ELM ST SW,-84.409325,33.749191,Sign on Post,813,Atlanta
84,101042,101042,ATLANTA STUDENT MOVEMENT BLVD @ JOHN HOPE DR SW,-84.410651,33.749192,Sign on Post,813,Atlanta
85,101044,101044,ATLANTA STUDENT MOVEMENT BLVD @ JAMES P BRAWLEY DR SW,-84.413086,33.749168,Sign on Post,813,Atlanta
86,101046,101046,ATLANTA STUDENT MOVEMENT BLVD @ MILTON ST SW,-84.414597,33.749146,Sign on Post,813,Atlanta
87,101069,101069,MARTIN L KING JR DR @ JOSEPH E LOWERY BLVD,-84.417739,33.754678,Sign Strapped to Pole,3,Atlanta
88,101092,101092,WHITEHALL ST SW @ SPRING ST SW,-84.399046,33.74608,Sign on Post,40,Atlanta
89,101096,101096,WHITEHALL ST SW @ TED TURNER DR SW,-84.399003,33.745868,Sign on Post,40,Atlanta
90,101098,101098,WHITEHALL ST SW @ 385,-84.400559,33.745305,Sign on Post,40,Atlanta
91,101100,101100,WHITEHALL ST SW @ 400,-84.400643,33.745123,Bench,40,Atlanta
92,101104,101104,WHITEHALL ST SW @ WHITEHALL TERR SW,-84.40299,33.744147,Sign on Post,40,Atlanta
93,101108,101108,MCDANIEL ST SW @ FULTON ST SW,-84.402942,33.741302,Bench,40,Atlanta
94,101110,101110,WHITEHALL ST SW @ WHITEHALL TER SW,-84.402927,33.744002,Sign on Post,40,Atlanta
95,101124,101124,PETERS ST SW @ FAIR ST SW,-84.401219,33.747851,Sign on Post,813,Atlanta
96,101126,101126,PETERS ST SW @ HAYNES ST SW,-84.39975,33.749075,Sign on Post,813,Atlanta
97,101133,101133,MARTIN L KING JR DR NW @ PASCHAL BLVD SW,-84.414293,33.754779,Shelter,3;68,Atlanta
98,101135,101135,NORTHSIDE DR @ LARKIN ST,-84.405154,33.748055,Sign on Post,94;813,Atlanta
99,101137,101137,NORTHSIDE DR SW @ GREENSFERRY AVE SW,-84.406794,33.746084,Shelter,94,Atlanta
100,101139,101139,MARTIN L KING JR DR @ PASCHAL BLVD SW,-84.414402,33.754609,Sign on Post,3,Atlanta
101,101144,101144,MARTIN L KING JR DR @ SUNSET AVE,-84.410251,33.754506,Shelter,3,Atlanta
102,101156,101156,NORTHSIDE DR SW @ MITCHELL ST SW,-84.402845,33.753928,Shelter,94,Atlanta
103,101162,101162,NORTHSIDE DR SW @ CHAPEL ST SW,-84.403255,33.750867,Sign on Post,94,Atlanta
104,101165,101165,NORTHSIDE DR SW @ ATLANTA STUDENT MOVEMENT BLVD SW,-84.404349,33.749396,Sign on Post,94,Atlanta
105,101166,101166,NORTHSIDE DR SW @ NELSON ST SW,-84.403211,33.750679,Sign Strapped to Pole,94,Atlanta
106,101168,101168,MARTIN L KING JR DR @ JAMES P BRAWLEY  DR SW,-84.412825,33.754673,Sign on Post,3,Atlanta
107,101446,101446,MARTIN L KING JR DR @ GRIFFIN ST,-84.411523,33.754536,Sign on Post,3,Atlanta
108,101448,101448,MARTIN L KING JR DR NW @ SUNSET AVE NW,-84.409923,33.754738,Sign on Post,3,Atlanta
109,101460,101460,MCDANIEL ST SW @ WHITEHALL ST SW,-84.40377,33.743458,Shelter,40,Atlanta
110,101464,101464,MARTIN L KING JR DR NW @ JAMES P BRAWLEY DR NW,-84.41263,33.754736,Sign on Post,3,Atlanta
111,101466,101466,MARTIN L KING JR DR NW @ JOSEPH E LOWERY BLVD NW,-84.417391,33.754759,Sign on Post,3,Atlanta
112,101468,101468,W END AVE @ LEE ST,-84.414342,33.744607,Sign on Post,68,Atlanta
113,102005,102005,MEMORIAL DR SE @ CAPITOL AVE,-84.386727,33.746845,Sign Strapped to Pole,21,Atlanta
114,102009,102009,MEMORIAL DR SE @ HILL ST SE,-84.378882,33.746792,Simme Seat,9;21;107,Atlanta
115,102011,102011,HILL ST SE @ WOODWARD AVE SE,-84.379324,33.745662,Sign on Post,9,Atlanta
116,102022,102022,PEACHTREE ST SW @ MITCHELL ST SW,-84.393057,33.750787,Sign Strapped to Pole,40,Atlanta
117,102026,102026,PRYOR ST SW @ MEMORIAL DR SW,-84.39437,33.747202,Sign Strapped to Pole,42,Atlanta
118,102028,102028,PRYOR ST SW @ GARNETT ST SW,-84.393686,33.748089,Sign Strapped to Pole,42,Atlanta
119,102042,102042,DECATUR ST SE @ PEACHTREE CENTER AVE,-84.38757,33.753105,Sign Strapped to Pole,26,Atlanta
120,102044,102044,DECATUR ST SE @ COLLINS ST SE,-84.386449,33.7523,Sign Strapped to Pole,26,Atlanta
121,102046,102046,DECATUR ST @ PIEDMONT AVE,-84.384945,33.75143,Sign Strapped to Pole,26,Atlanta
122,102052,102052,PRYOR ST SW @ ALICE ST SW,-84.39454,33.742933,Sign on Post,42,Atlanta
123,102053,102053,PRYOR ST SW @ FULTON ST SW,-84.39455,33.74202,Sign on Post,42,Atlanta
124,102054,102054,CENTRAL AVE SW @ ALICE ST SW,-84.393322,33.742935,Shelter,42,Atlanta
125,102074,102074,FORSYTH ST SW @ TRINITY AVE SW,-84.395177,33.750585,Sign on Post,3;813,Atlanta
126,102078,102078,TRINITY AVE SW @ TED TURNER DR SW,-84.396264,33.750513,Sign Strapped to Pole,813,Atlanta
127,102110,102110,WINDSOR ST SW @ EUGENIA ST SW,-84.398382,33.743068,Sign on Post,49,Atlanta
128,102112,102112,WINDSOR ST SW @ FULTON ST SW,-84.39838,33.74199,Sign on Post,49,Atlanta
129,102124,102124,AUBURN AVE NE @ PIEDMONT AVE NE,-84.382255,33.755507,Sign Strapped to Pole,3,Atlanta
130,102152,102152,MARTIN L KING J DR @ WASHINGTON ST SW,-84.388393,33.750043,Sign Strapped to Pole,42;813,Atlanta
131,102170,102170,DECATUR ST SE @ PIEDMONT AVE SE,-84.385666,33.75154,Sign Strapped to Pole,26,Atlanta
132,102172,102172,DECATUR ST SE @ BELL ST SE,-84.380316,33.749797,Sign on Post,26,Atlanta
133,102173,102173,DECATUR ST SE @ JESSE HILL JR DR SE,-84.384285,33.7506,Shelter,26,Atlanta
134,102174,102174,DECATUR ST SE @ PRATT ST SE,-84.382914,33.749894,Sign on Post,26,Atlanta
135,102178,102178,EDGEWOOD AVE SE @ COURTLAND ST SE,-84.38419,33.754539,Sign Strapped to Pole,3,Atlanta
136,102180,102180,EDGEWOOD AVE @ PEACHTREE CENTER AVE,-84.386169,33.754513,Sign Strapped to Pole,3,Atlanta
137,102222,102222,WINDSOR ST SW @ EUGENIA ST SW,-84.398064,33.743098,Sign on Post,49,Atlanta
138,102224,102224,WINDSOR ST SW @ FULTON ST SW,-84.39812,33.74169,Sign on Post,49,Atlanta
139,102226,102226,MARIETTA ST NW @ BROAD ST (FIVE POINTS STATION),-84.390659,33.754992,Sign Strapped to Pole,26,Atlanta
140,102228,102228,DECATUR ST @ KIMBALL WAY,-84.388581,33.753597,Bench,26;813,Atlanta
141,102252,102252,CAPITOL AVE SE @ POLLARD BLVD SW,-84.387693,33.742724,Bench,55,Atlanta
142,102253,102253,CAPITOL AVE @ MEMORIAL DR,-84.387703,33.746281,Sign on Post,55;186,Atlanta
143,102282,102282,DECATUR ST SE @ COLLINS ST SE,-84.386602,33.752282,Sign Strapped to Pole,26;813,Atlanta
144,102294,102294,FORSYTH ST @ MARTIN L KING JR DR,-84.393592,33.752547,Sign Strapped to Pole,813,Atlanta
145,102298,102298,AUBURN AVE @ EQUITABLE PL NE,-84.387626,33.755584,Sign on Post,3,Atlanta
146,102308,102308,PEACHTREE ST @ DECATUR ST,-84.389813,33.754203,Sign Strapped to Pole,3;40,Atlanta
147,102310,102310,PEACHTREE ST NE @ EDGEWOOD AVE SE,-84.389637,33.754637,Sign Strapped to Pole,40,Atlanta
148,102530,102530,DECATUR ST @ 263,-84.381088,33.749743,Sign on Post,26,Atlanta
149,102540,102540,WALL ST @ PRYOR ST,-84.389258,33.753247,Sign Strapped to Pole,813,Atlanta
150,102544,102544,PRYOR ST @ RAWSON ST,-84.39452,33.744606,Sign on Post,42,Atlanta
151,102546,102546,CENTRAL AVE @ PULLIAM ST,-84.393218,33.743984,Sign on Post,42,Atlanta
152,102554,102554,TED TURNER DR SW @ BROTHERTON ST SW,-84.398123,33.749164,Sign Strapped to Pole,49,Atlanta
153,102558,102558,AUBURN AVE @ COURTLAND ST,-84.384017,33.755524,Sign Strapped to Pole,3,Atlanta
154,103024,103024,MEMORIAL DR SE @ MARTIN ST SE,-84.383724,33.746986,Sign on Post,21,Atlanta
155,103026,103026,MEMORIAL DR SE @ FRASER ST SE,-84.386347,33.746965,Sign Strapped to Pole,21;107,Atlanta
156,103032,103032,JACKSON ST SE @ LUCY ST,-84.374122,33.752351,Sign on Post,899,Atlanta
157,103034,103034,JACKSON ST SE @ DECATUR ST SE,-84.373631,33.750722,Sign on Post,899,Atlanta
158,103052,103052,AUBURN AVE NE @ JESSE HILL JR DR NE,-84.379962,33.755472,Sign Strapped to Pole,3,Atlanta
159,103060,103060,BOULEVARD NE @ OLD WHEAT ST NE,-84.37208,33.755851,Sign on Post,809,Atlanta
160,103083,103083,HILL ST SE @ WOODWARD AVE SE,-84.379248,33.745528,Sign on Post,9,Atlanta
161,103092,103092,MEMORIAL DR SE @ BEREAN AVE SE,-84.366483,33.746743,Sign on Post,21;107,Atlanta
162,103094,103094,MEMORIAL DR SE @ CAMERON ST SE,-84.365114,33.746603,Sign on Post,21;107,Atlanta
163,103100,103100,MEMORIAL DR SE @ PARK AVE SE,-84.36935,33.746651,Sign on Post,21;107,Atlanta
164,103108,103108,DECATUR ST SE @ HILL ST,-84.37974,33.749681,Sign on Post,26,Atlanta
165,103134,103134,MARIETTA ST NW @ PEACHTREE ST,-84.390071,33.754393,Bench,26;813,Atlanta
166,103138,103138,DECATUR ST SE @ CENTRAL AVE SW,-84.3877,33.75306,Sign Strapped to Pole,26;813,Atlanta
167,103162,103162,AUBURN AVE NE @ HILLIARD ST NE,-84.376613,33.755447,Sign Strapped to Pole,3,Atlanta
168,103168,103168,MEMORIAL DR @ PARK AVE,-84.370146,33.746777,Sign on Post,21;107,Atlanta
169,103169,103169,MEMORIAL DR SE @ HILL ST SE,-84.380186,33.746948,Sign on Post,21;107,Atlanta
170,103170,103170,MEMORIAL DR @ GRANT ST,-84.377048,33.746892,Sign on Post,9;21;107,Atlanta
171,103193,103193,JACKSON ST SE @ CHAMBERLAIN ST SE,-84.374264,33.753756,Sign on Post,899,Atlanta
172,103196,103196,AUBURN AVE @ WILLIAM H BORDERS SR DR,-84.375167,33.755465,Sign Strapped to Pole,3,Atlanta
173,103198,103198,MEMORIAL DR @ GRANT ST SE,-84.375944,33.746757,Bench,21;107,Atlanta
174,103200,103200,GRANT ST @ MEMORIAL DR,-84.376695,33.747015,Sign on Post,9,Atlanta
175,103202,103202,MEMORIAL DR @ CHEROKEE AVE,-84.373182,33.746713,Sign on Post,21;107,Atlanta
176,103900,103900,KING MEMORIAL STATION,-84.375881,33.749978,Stop at Rail Station,9;9;809;809;899,Atlanta
177,104012,104012,MORELAND AVE SE @ SANDERS AVE SE,-84.349267,33.741948,Shelter,4;32;74,Atlanta
178,104013,104013,MORELAND AVE SE @ GLENWOOD AVE,-84.349403,33.740623,Sign on Post,4,Atlanta
179,104048,104048,MEMORIAL DR SE @ MORELAND AVE SE,-84.348541,33.747641,Bench,21,Atlanta
180,104050,104050,MEMORIAL DR SE @ MORELAND AVE SE,-84.348269,33.74757,Bench,21,Atlanta
181,104052,104052,MEMORIAL DR SE @ FLAT SHOALS AVE SE,-84.350372,33.747425,Sign on Post,21,Atlanta
182,104054,104054,MEMORIAL DR SE @ HOWELL DR SE,-84.350682,33.747238,Sign on Post,21,Atlanta
183,104056,104056,MEMORIAL DR SE @ WILBUR AVE SE,-84.352554,33.747028,Sign on Post,21,Atlanta
184,104058,104058,MEMORIAL DR SE @ WILBUR AVE SE,-84.353043,33.746651,Sign on Post,21,Atlanta
185,104064,104064,MEMORIAL DR SE @ GIBSON ST SE,-84.355378,33.746467,Sign on Post,21,Atlanta
186,104066,104066,MEMORIAL DR SE @ HOLTZCLAW ST SE,-84.356575,33.746719,Simme Seat,21,Atlanta
187,104068,104068,MEMORIAL DR SE @ BILL KENNEDY WAY SE,-84.358023,33.746645,Shelter,21,Atlanta
188,104070,104070,MEMORIAL DR SE @ BILL KENNEDY WAY,-84.358497,33.746556,Shelter,21;107,Atlanta
189,104076,104076,MEMORIAL DR SE @ PEARL ST SE,-84.361935,33.746695,Shelter,21;107,Atlanta
190,104078,104078,MEMORIAL DR SE @ PEARL ST SE,-84.361791,33.746591,Sign on Post,21;107,Atlanta
191,104436,104436,MEMORIAL DR SE @ VENICE DR,-84.286047,33.747217,Sign on Post,21;823,DeKalb
192,105002,105002,FLAT SHOALS AVE SE @ MAY AVE SE,-84.344049,33.739058,Sign on Post,32;74,Atlanta
193,105004,105004,FLAT SHOALS AVE SE @ MILTON PL SE,-84.341777,33.736149,Sign on Post,32;74,Atlanta
194,105006,105006,FLAT SHOALS AVE SE @ EAST SIDE AVE,-84.34021,33.733852,Sign on Post,32;74,Atlanta
195,105016,105016,FLAT SHOALS RD SE @ LEAH LN SE,-84.328669,33.729303,Sign on Post,74,Atlanta
196,105018,105018,FLAT SHOALS RD SE @ 1909,-84.325332,33.727647,Sign on Post,74,Atlanta
197,105038,105038,GLENWOOD AVE SE @ MAYNARD TER SE,-84.334886,33.739963,Sign on Post,107,Atlanta
198,105040,105040,GLENWOOD AVE SE @ CLIFTON ST SE,-84.33231,33.739919,Sign on Post,107,Atlanta
199,105042,105042,GLENWOOD AVE SE @ WINTHROP DR SE,-84.330647,33.739874,Sign on Post,107,Atlanta
200,105044,105044,GLENWOOD AVE SE @ HOWARD ST SE,-84.3264,33.73968,Sign on Post,107,DeKalb
201,105074,105074,GLENWOOD AVE SE @ WINTHROP DR SE,-84.330071,33.739928,Sign on Post,107,Atlanta
202,105075,105075,GLENWOOD AVE SE @ CLIFTON ST SE,-84.33256,33.73999,Sign on Post,107,Atlanta
203,105076,105076,GLENWOOD AVE SE @ MAYNARD TER SE,-84.334778,33.740035,Sign on Post,107,Atlanta
204,105094,105094,FLAT SHOALS RD SE @ 1930,-84.325432,33.72776,Shelter,74,Atlanta
205,105096,105096,FLAT SHOALS RD SE @ HILLBURN DR SE,-84.326887,33.728766,Sign on Post,74,Atlanta
206,105098,105098,FLAT SHOALS RD SE @ LEAH LN SE,-84.32831,33.729249,Sign on Post,74,Atlanta
207,105107,105107,FLAT SHOALS RD SE @ HILLBURN DR SE,-84.327234,33.728712,Sign on Post,74,Atlanta
208,105118,105118,FLAT SHOALS AVE SE @ EAST SIDE AVE,-84.339994,33.733804,Sign on Post,32;74,Atlanta
209,105120,105120,FLAT SHOALS AVE SE @ VAN EPPS AVE SE,-84.342005,33.736749,Sign on Post,32;74,Atlanta
210,105122,105122,FLAT SHOALS AVE SE @ NEWTON AVE SE,-84.342476,33.737617,Sign on Post,32;74,Atlanta
211,105124,105124,BOULDERCREST DR SE @ PIPER CIR SE,-84.33315,33.72686,Sign on Post,32,Atlanta
212,105126,105126,BOULDERCREST DR SE @ STALLINGS AVE SE,-84.333635,33.727843,Sign on Post,32,Atlanta
213,105130,105130,BOULDERCREST DR SE @ FLAT SHOALS RD SE,-84.336396,33.730708,Simme Seat,32,Atlanta
214,105152,105152,FLAT SHOALS AVE SE @ NEWTON AVE SE,-84.342842,33.738065,Sign on Post,32;74,Atlanta
215,105158,105158,FLAT SHOALS AVE SE @ CAVANAUGH AVE SE,-84.337211,33.731236,Sign on Post,32;74,Atlanta
216,105160,105160,BOULDERCREST DR SE @ FLAT SHOALS RD SE,-84.335724,33.72995,Sign on Post,32,Atlanta
217,105161,105161,BOULDERCREST DR SE @ WINFIELD AVE SE,-84.33418,33.72902,Sign on Post,32,Atlanta
218,105162,105162,BOULDERCREST DR SE @ BLACK OAK DR SE,-84.3345,33.72911,Sign on Post,32,Atlanta
219,105164,105164,BOULDERCREST DR SE @ STALLINGS AVE SE,-84.333918,33.727795,Sign on Post,32,Atlanta
220,105166,105166,BOULDERCREST DR SE @ WILLOW PL SE,-84.33357,33.72709,Sign on Post,32,Atlanta
221,105172,105172,HOSEA L WILLIAMS DR @ LAKEVIEW DR NE,-84.314222,33.751125,Sign on Post,24,Atlanta
222,105174,105174,HOSEA L WILLIAMS DR NE @ ROCKYFORD RD NE,-84.316101,33.751144,Sign on Post,24,Atlanta
223,105176,105176,HOSEA L WILLIAMS DR NE @ BATES AVE NE,-84.31739,33.751144,Sign on Post,24,Atlanta
224,105178,105178,HOSEA L WILLIAMS DR NE @ BRANHAM ST NE,-84.318723,33.751161,Sign on Post,24,Atlanta
225,105180,105180,HOSEA L WILLIAMS DR NE @ NORWOOD AVE NE,-84.320145,33.751171,Sign on Post,24,Atlanta
226,105182,105182,HOSEA L WILLIAMS DR @ KIRKWOOD RD,-84.321533,33.751175,Shelter,24,Atlanta
227,105184,105184,HOSEA L WILLIAMS DR @ DOYLE ST SE,-84.324722,33.75272,Sign on Post,24,Atlanta
228,105186,105186,HOSEA L WILLIAMS DR @ WARREN ST NE,-84.325806,33.753239,Sign on Post,24,Atlanta
229,105188,105188,HOSEA L WILLIAMS DR @ ROGERS ST NE,-84.329028,33.75339,Shelter,24,Atlanta
230,105190,105190,HOSEA L WILLIAMS DR NE @ CLAY ST NE,-84.330333,33.75339,Sign on Post,24,Atlanta
231,105192,105192,HOSEA L WILLIAMS DR @ CLIFTON ST NE,-84.331616,33.753399,Sign on Post,24,Atlanta
232,105194,105194,HOSEA L WILLIAMS DR @ WYMAN ST NE,-84.333007,33.753408,Sign on Post,24,Atlanta
233,105196,105196,HOSEA L WILLIAMS DR @ WOODBINE AVE,-84.334573,33.753417,Sign on Post,24,Atlanta
